"Notes"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"32 weeks"	"32"	"3rd month"	"03"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"3rd month"	"03"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"3rd month"	"03"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"3rd month"	"03"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"3rd month"	"03"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"3rd month"	"03"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"3rd month"	"03"	"2015"	"2015"	93	4536	20.50
	"32 weeks"	"32"	"3rd month"	"03"	"2016"	"2016"	97	4370	22.20
	"32 weeks"	"32"	"3rd month"	"03"	"2017"	"2017"	95	4554	20.86
	"32 weeks"	"32"	"3rd month"	"03"	"2018"	"2018"	100	4688	21.33
"Total"	"32 weeks"	"32"	"3rd month"	"03"			386	18148	21.27
	"32 weeks"	"32"	"4th month"	"04"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"4th month"	"04"	"2015"	"2015"	27	1463	18.46
	"32 weeks"	"32"	"4th month"	"04"	"2016"	"2016"	30	1363	22.01
	"32 weeks"	"32"	"4th month"	"04"	"2017"	"2017"	29	1492	19.44
	"32 weeks"	"32"	"4th month"	"04"	"2018"	"2018"	42	1421	29.56
"Total"	"32 weeks"	"32"	"4th month"	"04"			129	5739	22.48
	"32 weeks"	"32"	"5th month"	"05"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"5th month"	"05"	"2015"	"2015"	24	750	32.00
	"32 weeks"	"32"	"5th month"	"05"	"2016"	"2016"	36	811	44.39
	"32 weeks"	"32"	"5th month"	"05"	"2017"	"2017"	37	848	43.63
	"32 weeks"	"32"	"5th month"	"05"	"2018"	"2018"	27	813	33.21
"Total"	"32 weeks"	"32"	"5th month"	"05"			124	3222	38.49
	"32 weeks"	"32"	"6th month"	"06"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"6th month"	"06"	"2015"	"2015"	17	526	32.32 (Unreliable)
	"32 weeks"	"32"	"6th month"	"06"	"2016"	"2016"	21	538	39.03
	"32 weeks"	"32"	"6th month"	"06"	"2017"	"2017"	15	540	27.78 (Unreliable)
	"32 weeks"	"32"	"6th month"	"06"	"2018"	"2018"	33	541	61.00
"Total"	"32 weeks"	"32"	"6th month"	"06"			86	2145	40.09
	"32 weeks"	"32"	"7th month"	"07"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"7th month"	"07"	"2015"	"2015"	15	367	40.87 (Unreliable)
	"32 weeks"	"32"	"7th month"	"07"	"2016"	"2016"	13	381	34.12 (Unreliable)
	"32 weeks"	"32"	"7th month"	"07"	"2017"	"2017"	10	426	23.47 (Unreliable)
	"32 weeks"	"32"	"7th month"	"07"	"2018"	"2018"	20	414	48.31
"Total"	"32 weeks"	"32"	"7th month"	"07"			58	1588	36.52
	"32 weeks"	"32"	"8th month"	"08"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"8th month"	"08"	"2015"	"2015"	1	43	23.26 (Unreliable)
	"32 weeks"	"32"	"8th month"	"08"	"2016"	"2016"	4	67	59.70 (Unreliable)
	"32 weeks"	"32"	"8th month"	"08"	"2017"	"2017"	4	74	54.05 (Unreliable)
	"32 weeks"	"32"	"8th month"	"08"	"2018"	"2018"	3	91	32.97 (Unreliable)
"Total"	"32 weeks"	"32"	"8th month"	"08"			12	275	43.64 (Unreliable)
	"32 weeks"	"32"	"9th month"	"09"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"9th month"	"09"	"2015"	"2015"	0	0	0.00
	"32 weeks"	"32"	"9th month"	"09"	"2016"	"2016"	0	0	0.00
	"32 weeks"	"32"	"9th month"	"09"	"2017"	"2017"	0	0	0.00
	"32 weeks"	"32"	"9th month"	"09"	"2018"	"2018"	0	0	0.00
"Total"	"32 weeks"	"32"	"9th month"	"09"			0	0	0.00
	"32 weeks"	"32"	"10th month"	"10"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"32 weeks"	"32"	"10th month"	"10"	"2015"	"2015"	0	0	0.00
	"32 weeks"	"32"	"10th month"	"10"	"2016"	"2016"	0	0	0.00
	"32 weeks"	"32"	"10th month"	"10"	"2017"	"2017"	0	0	0.00
	"32 weeks"	"32"	"10th month"	"10"	"2018"	"2018"	0	0	0.00
"Total"	"32 weeks"	"32"	"10th month"	"10"			0	0	0.00
"Total"	"32 weeks"	"32"					1653	69496	23.79
	"33 weeks"	"33"	"No prenatal care"	"00"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"No prenatal care"	"00"	"2015"	"2015"	23	1058	21.74
	"33 weeks"	"33"	"No prenatal care"	"00"	"2016"	"2016"	22	1171	18.79
	"33 weeks"	"33"	"No prenatal care"	"00"	"2017"	"2017"	29	1289	22.50
	"33 weeks"	"33"	"No prenatal care"	"00"	"2018"	"2018"	31	1215	25.51
"Total"	"33 weeks"	"33"	"No prenatal care"	"00"			106	4733	22.40
	"33 weeks"	"33"	"1st month"	"01"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"1st month"	"01"	"2015"	"2015"	55	2983	18.44
	"33 weeks"	"33"	"1st month"	"01"	"2016"	"2016"	46	2716	16.94
	"33 weeks"	"33"	"1st month"	"01"	"2017"	"2017"	40	2754	14.52
	"33 weeks"	"33"	"1st month"	"01"	"2018"	"2018"	38	2510	15.14
"Total"	"33 weeks"	"33"	"1st month"	"01"			180	10963	16.42
	"33 weeks"	"33"	"2nd month"	"02"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"2nd month"	"02"	"2015"	"2015"	155	9519	16.28
	"33 weeks"	"33"	"2nd month"	"02"	"2016"	"2016"	151	9541	15.83
	"33 weeks"	"33"	"2nd month"	"02"	"2017"	"2017"	156	9674	16.13
	"33 weeks"	"33"	"2nd month"	"02"	"2018"	"2018"	150	9531	15.74
"Total"	"33 weeks"	"33"	"2nd month"	"02"			612	38265	15.99
	"33 weeks"	"33"	"3rd month"	"03"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"3rd month"	"03"	"2015"	"2015"	113	6487	17.42
	"33 weeks"	"33"	"3rd month"	"03"	"2016"	"2016"	94	6364	14.77
	"33 weeks"	"33"	"3rd month"	"03"	"2017"	"2017"	110	6611	16.64
	"33 weeks"	"33"	"3rd month"	"03"	"2018"	"2018"	107	6689	16.00
"Total"	"33 weeks"	"33"	"3rd month"	"03"			424	26151	16.21
	"33 weeks"	"33"	"4th month"	"04"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"4th month"	"04"	"2015"	"2015"	50	2030	24.63
	"33 weeks"	"33"	"4th month"	"04"	"2016"	"2016"	49	2171	22.57
	"33 weeks"	"33"	"4th month"	"04"	"2017"	"2017"	42	2102	19.98
	"33 weeks"	"33"	"4th month"	"04"	"2018"	"2018"	40	2089	19.15
"Total"	"33 weeks"	"33"	"4th month"	"04"			182	8392	21.69
	"33 weeks"	"33"	"5th month"	"05"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"5th month"	"05"	"2015"	"2015"	26	1166	22.30
	"33 weeks"	"33"	"5th month"	"05"	"2016"	"2016"	26	1131	22.99
	"33 weeks"	"33"	"5th month"	"05"	"2017"	"2017"	31	1236	25.08
	"33 weeks"	"33"	"5th month"	"05"	"2018"	"2018"	32	1242	25.76
"Total"	"33 weeks"	"33"	"5th month"	"05"			116	4775	24.29
	"33 weeks"	"33"	"6th month"	"06"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"6th month"	"06"	"2015"	"2015"	18	708	25.42 (Unreliable)
	"33 weeks"	"33"	"6th month"	"06"	"2016"	"2016"	10	703	14.22 (Unreliable)
	"33 weeks"	"33"	"6th month"	"06"	"2017"	"2017"	20	745	26.85
	"33 weeks"	"33"	"6th month"	"06"	"2018"	"2018"	37	720	51.39
"Total"	"33 weeks"	"33"	"6th month"	"06"			86	2876	29.90
	"33 weeks"	"33"	"7th month"	"07"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"7th month"	"07"	"2015"	"2015"	22	496	44.35
	"33 weeks"	"33"	"7th month"	"07"	"2016"	"2016"	12	555	21.62 (Unreliable)
	"33 weeks"	"33"	"7th month"	"07"	"2017"	"2017"	12	530	22.64 (Unreliable)
	"33 weeks"	"33"	"7th month"	"07"	"2018"	"2018"	14	578	24.22 (Unreliable)
"Total"	"33 weeks"	"33"	"7th month"	"07"			60	2159	27.79
	"33 weeks"	"33"	"8th month"	"08"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"8th month"	"08"	"2015"	"2015"	2	202	9.90 (Unreliable)
	"33 weeks"	"33"	"8th month"	"08"	"2016"	"2016"	3	190	15.79 (Unreliable)
	"33 weeks"	"33"	"8th month"	"08"	"2017"	"2017"	5	205	24.39 (Unreliable)
	"33 weeks"	"33"	"8th month"	"08"	"2018"	"2018"	7	271	25.83 (Unreliable)
"Total"	"33 weeks"	"33"	"8th month"	"08"			17	868	19.59 (Unreliable)
	"33 weeks"	"33"	"9th month"	"09"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"9th month"	"09"	"2015"	"2015"	0	0	0.00
	"33 weeks"	"33"	"9th month"	"09"	"2016"	"2016"	0	0	0.00
	"33 weeks"	"33"	"9th month"	"09"	"2017"	"2017"	0	0	0.00
	"33 weeks"	"33"	"9th month"	"09"	"2018"	"2018"	0	0	0.00
"Total"	"33 weeks"	"33"	"9th month"	"09"			0	0	0.00
	"33 weeks"	"33"	"10th month"	"10"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"33 weeks"	"33"	"10th month"	"10"	"2015"	"2015"	0	0	0.00
	"33 weeks"	"33"	"10th month"	"10"	"2016"	"2016"	0	0	0.00
	"33 weeks"	"33"	"10th month"	"10"	"2017"	"2017"	0	0	0.00
	"33 weeks"	"33"	"10th month"	"10"	"2018"	"2018"	0	0	0.00
"Total"	"33 weeks"	"33"	"10th month"	"10"			0	0	0.00
"Total"	"33 weeks"	"33"					1782	99182	17.97
	"34 weeks"	"34"	"No prenatal care"	"00"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2012"	"2012"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2013"	"2013"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2014"	"2014"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"No prenatal care"	"00"	"2015"	"2015"	38	1821	20.87
	"34 weeks"	"34"	"No prenatal care"	"00"	"2016"	"2016"	24	1986	12.08
	"34 weeks"	"34"	"No prenatal care"	"00"	"2017"	"2017"	45	2254	19.96
	"34 weeks"	"34"	"No prenatal care"	"00"	"2018"	"2018"	40	2271	17.61
"Total"	"34 weeks"	"34"	"No prenatal care"	"00"			148	8332	17.76
	"34 weeks"	"34"	"1st month"	"01"	"2007"	"2007"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"1st month"	"01"	"2008"	"2008"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"1st month"	"01"	"2009"	"2009"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"1st month"	"01"	"2010"	"2010"	Not Applicable	Not Applicable	Not Applicable
	"34 weeks"	"34"	"1st month"	"01"	"2011"	"2011"	Not Applicable	Not Applicable	Not Applicable
