"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"NICU Admission"	"NICU Admission Code"	"Year"	"Year Code"	Births
	"6th month"	"06"	"26 weeks"	"26"	"Yes"	"1"	"2016"	"2016"	111
	"6th month"	"06"	"26 weeks"	"26"	"Yes"	"1"	"2017"	"2017"	113
	"6th month"	"06"	"26 weeks"	"26"	"Yes"	"1"	"2018"	"2018"	110
	"6th month"	"06"	"26 weeks"	"26"	"Yes"	"1"	"2019"	"2019"	110
"Total"	"6th month"	"06"	"26 weeks"	"26"	"Yes"	"1"			444
	"6th month"	"06"	"26 weeks"	"26"	"No"	"2"	"2016"	"2016"	19
	"6th month"	"06"	"26 weeks"	"26"	"No"	"2"	"2017"	"2017"	10
	"6th month"	"06"	"26 weeks"	"26"	"No"	"2"	"2018"	"2018"	9
	"6th month"	"06"	"26 weeks"	"26"	"No"	"2"	"2019"	"2019"	12
"Total"	"6th month"	"06"	"26 weeks"	"26"	"No"	"2"			50
"Total"	"6th month"	"06"	"26 weeks"	"26"					494
	"6th month"	"06"	"27 weeks"	"27"	"Yes"	"1"	"2016"	"2016"	158
	"6th month"	"06"	"27 weeks"	"27"	"Yes"	"1"	"2017"	"2017"	126
	"6th month"	"06"	"27 weeks"	"27"	"Yes"	"1"	"2018"	"2018"	138
	"6th month"	"06"	"27 weeks"	"27"	"Yes"	"1"	"2019"	"2019"	154
"Total"	"6th month"	"06"	"27 weeks"	"27"	"Yes"	"1"			576
	"6th month"	"06"	"27 weeks"	"27"	"No"	"2"	"2016"	"2016"	20
	"6th month"	"06"	"27 weeks"	"27"	"No"	"2"	"2017"	"2017"	8
	"6th month"	"06"	"27 weeks"	"27"	"No"	"2"	"2018"	"2018"	10
	"6th month"	"06"	"27 weeks"	"27"	"No"	"2"	"2019"	"2019"	23
"Total"	"6th month"	"06"	"27 weeks"	"27"	"No"	"2"			61
"Total"	"6th month"	"06"	"27 weeks"	"27"					637
	"6th month"	"06"	"28 weeks"	"28"	"Yes"	"1"	"2016"	"2016"	167
	"6th month"	"06"	"28 weeks"	"28"	"Yes"	"1"	"2017"	"2017"	157
	"6th month"	"06"	"28 weeks"	"28"	"Yes"	"1"	"2018"	"2018"	180
	"6th month"	"06"	"28 weeks"	"28"	"Yes"	"1"	"2019"	"2019"	188
"Total"	"6th month"	"06"	"28 weeks"	"28"	"Yes"	"1"			692
	"6th month"	"06"	"28 weeks"	"28"	"No"	"2"	"2016"	"2016"	25
	"6th month"	"06"	"28 weeks"	"28"	"No"	"2"	"2017"	"2017"	17
	"6th month"	"06"	"28 weeks"	"28"	"No"	"2"	"2018"	"2018"	19
	"6th month"	"06"	"28 weeks"	"28"	"No"	"2"	"2019"	"2019"	22
"Total"	"6th month"	"06"	"28 weeks"	"28"	"No"	"2"			83
"Total"	"6th month"	"06"	"28 weeks"	"28"					775
	"6th month"	"06"	"29 weeks"	"29"	"Yes"	"1"	"2016"	"2016"	202
	"6th month"	"06"	"29 weeks"	"29"	"Yes"	"1"	"2017"	"2017"	185
	"6th month"	"06"	"29 weeks"	"29"	"Yes"	"1"	"2018"	"2018"	177
	"6th month"	"06"	"29 weeks"	"29"	"Yes"	"1"	"2019"	"2019"	204
"Total"	"6th month"	"06"	"29 weeks"	"29"	"Yes"	"1"			768
	"6th month"	"06"	"29 weeks"	"29"	"No"	"2"	"2016"	"2016"	19
	"6th month"	"06"	"29 weeks"	"29"	"No"	"2"	"2017"	"2017"	26
	"6th month"	"06"	"29 weeks"	"29"	"No"	"2"	"2018"	"2018"	32
	"6th month"	"06"	"29 weeks"	"29"	"No"	"2"	"2019"	"2019"	24
"Total"	"6th month"	"06"	"29 weeks"	"29"	"No"	"2"			101
"Total"	"6th month"	"06"	"29 weeks"	"29"					869
	"6th month"	"06"	"30 weeks"	"30"	"Yes"	"1"	"2016"	"2016"	242
	"6th month"	"06"	"30 weeks"	"30"	"Yes"	"1"	"2017"	"2017"	220
	"6th month"	"06"	"30 weeks"	"30"	"Yes"	"1"	"2018"	"2018"	216
	"6th month"	"06"	"30 weeks"	"30"	"Yes"	"1"	"2019"	"2019"	263
"Total"	"6th month"	"06"	"30 weeks"	"30"	"Yes"	"1"			941
	"6th month"	"06"	"30 weeks"	"30"	"No"	"2"	"2016"	"2016"	43
	"6th month"	"06"	"30 weeks"	"30"	"No"	"2"	"2017"	"2017"	38
	"6th month"	"06"	"30 weeks"	"30"	"No"	"2"	"2018"	"2018"	32
	"6th month"	"06"	"30 weeks"	"30"	"No"	"2"	"2019"	"2019"	32
"Total"	"6th month"	"06"	"30 weeks"	"30"	"No"	"2"			145
"Total"	"6th month"	"06"	"30 weeks"	"30"					1086
	"6th month"	"06"	"31 weeks"	"31"	"Yes"	"1"	"2016"	"2016"	317
	"6th month"	"06"	"31 weeks"	"31"	"Yes"	"1"	"2017"	"2017"	278
	"6th month"	"06"	"31 weeks"	"31"	"Yes"	"1"	"2018"	"2018"	295
	"6th month"	"06"	"31 weeks"	"31"	"Yes"	"1"	"2019"	"2019"	308
"Total"	"6th month"	"06"	"31 weeks"	"31"	"Yes"	"1"			1198
	"6th month"	"06"	"31 weeks"	"31"	"No"	"2"	"2016"	"2016"	56
	"6th month"	"06"	"31 weeks"	"31"	"No"	"2"	"2017"	"2017"	46
	"6th month"	"06"	"31 weeks"	"31"	"No"	"2"	"2018"	"2018"	47
	"6th month"	"06"	"31 weeks"	"31"	"No"	"2"	"2019"	"2019"	38
"Total"	"6th month"	"06"	"31 weeks"	"31"	"No"	"2"			187
"Total"	"6th month"	"06"	"31 weeks"	"31"					1385
	"6th month"	"06"	"32 weeks"	"32"	"Yes"	"1"	"2016"	"2016"	454
	"6th month"	"06"	"32 weeks"	"32"	"Yes"	"1"	"2017"	"2017"	453
	"6th month"	"06"	"32 weeks"	"32"	"Yes"	"1"	"2018"	"2018"	475
	"6th month"	"06"	"32 weeks"	"32"	"Yes"	"1"	"2019"	"2019"	469
"Total"	"6th month"	"06"	"32 weeks"	"32"	"Yes"	"1"			1851
	"6th month"	"06"	"32 weeks"	"32"	"No"	"2"	"2016"	"2016"	101
	"6th month"	"06"	"32 weeks"	"32"	"No"	"2"	"2017"	"2017"	87
	"6th month"	"06"	"32 weeks"	"32"	"No"	"2"	"2018"	"2018"	66
	"6th month"	"06"	"32 weeks"	"32"	"No"	"2"	"2019"	"2019"	64
"Total"	"6th month"	"06"	"32 weeks"	"32"	"No"	"2"			318
"Total"	"6th month"	"06"	"32 weeks"	"32"					2169
	"6th month"	"06"	"33 weeks"	"33"	"Yes"	"1"	"2016"	"2016"	598
	"6th month"	"06"	"33 weeks"	"33"	"Yes"	"1"	"2017"	"2017"	634
	"6th month"	"06"	"33 weeks"	"33"	"Yes"	"1"	"2018"	"2018"	608
	"6th month"	"06"	"33 weeks"	"33"	"Yes"	"1"	"2019"	"2019"	638
"Total"	"6th month"	"06"	"33 weeks"	"33"	"Yes"	"1"			2478
	"6th month"	"06"	"33 weeks"	"33"	"No"	"2"	"2016"	"2016"	125
	"6th month"	"06"	"33 weeks"	"33"	"No"	"2"	"2017"	"2017"	111
	"6th month"	"06"	"33 weeks"	"33"	"No"	"2"	"2018"	"2018"	112
	"6th month"	"06"	"33 weeks"	"33"	"No"	"2"	"2019"	"2019"	121
"Total"	"6th month"	"06"	"33 weeks"	"33"	"No"	"2"			469
"Total"	"6th month"	"06"	"33 weeks"	"33"					2947
	"6th month"	"06"	"34 weeks"	"34"	"Yes"	"1"	"2016"	"2016"	1114
	"6th month"	"06"	"34 weeks"	"34"	"Yes"	"1"	"2017"	"2017"	1144
	"6th month"	"06"	"34 weeks"	"34"	"Yes"	"1"	"2018"	"2018"	1148
	"6th month"	"06"	"34 weeks"	"34"	"Yes"	"1"	"2019"	"2019"	1175
"Total"	"6th month"	"06"	"34 weeks"	"34"	"Yes"	"1"			4581
	"6th month"	"06"	"34 weeks"	"34"	"No"	"2"	"2016"	"2016"	362
	"6th month"	"06"	"34 weeks"	"34"	"No"	"2"	"2017"	"2017"	325
	"6th month"	"06"	"34 weeks"	"34"	"No"	"2"	"2018"	"2018"	304
	"6th month"	"06"	"34 weeks"	"34"	"No"	"2"	"2019"	"2019"	343
"Total"	"6th month"	"06"	"34 weeks"	"34"	"No"	"2"			1334
"Total"	"6th month"	"06"	"34 weeks"	"34"					5915
	"6th month"	"06"	"35 weeks"	"35"	"Yes"	"1"	"2016"	"2016"	888
	"6th month"	"06"	"35 weeks"	"35"	"Yes"	"1"	"2017"	"2017"	945
	"6th month"	"06"	"35 weeks"	"35"	"Yes"	"1"	"2018"	"2018"	859
	"6th month"	"06"	"35 weeks"	"35"	"Yes"	"1"	"2019"	"2019"	918
"Total"	"6th month"	"06"	"35 weeks"	"35"	"Yes"	"1"			3610
	"6th month"	"06"	"35 weeks"	"35"	"No"	"2"	"2016"	"2016"	1299
	"6th month"	"06"	"35 weeks"	"35"	"No"	"2"	"2017"	"2017"	1144
	"6th month"	"06"	"35 weeks"	"35"	"No"	"2"	"2018"	"2018"	1128
	"6th month"	"06"	"35 weeks"	"35"	"No"	"2"	"2019"	"2019"	1135
"Total"	"6th month"	"06"	"35 weeks"	"35"	"No"	"2"			4706
"Total"	"6th month"	"06"	"35 weeks"	"35"					8316
	"6th month"	"06"	"36 weeks"	"36"	"Yes"	"1"	"2016"	"2016"	908
	"6th month"	"06"	"36 weeks"	"36"	"Yes"	"1"	"2017"	"2017"	895
	"6th month"	"06"	"36 weeks"	"36"	"Yes"	"1"	"2018"	"2018"	931
	"6th month"	"06"	"36 weeks"	"36"	"Yes"	"1"	"2019"	"2019"	973
"Total"	"6th month"	"06"	"36 weeks"	"36"	"Yes"	"1"			3707
	"6th month"	"06"	"36 weeks"	"36"	"No"	"2"	"2016"	"2016"	3436
	"6th month"	"06"	"36 weeks"	"36"	"No"	"2"	"2017"	"2017"	3396
	"6th month"	"06"	"36 weeks"	"36"	"No"	"2"	"2018"	"2018"	3190
	"6th month"	"06"	"36 weeks"	"36"	"No"	"2"	"2019"	"2019"	3330
"Total"	"6th month"	"06"	"36 weeks"	"36"	"No"	"2"			13352
"Total"	"6th month"	"06"	"36 weeks"	"36"					17059
	"6th month"	"06"	"37 weeks"	"37"	"Yes"	"1"	"2016"	"2016"	1011
	"6th month"	"06"	"37 weeks"	"37"	"Yes"	"1"	"2017"	"2017"	1159
	"6th month"	"06"	"37 weeks"	"37"	"Yes"	"1"	"2018"	"2018"	1062
	"6th month"	"06"	"37 weeks"	"37"	"Yes"	"1"	"2019"	"2019"	1219
"Total"	"6th month"	"06"	"37 weeks"	"37"	"Yes"	"1"			4451
	"6th month"	"06"	"37 weeks"	"37"	"No"	"2"	"2016"	"2016"	9132
	"6th month"	"06"	"37 weeks"	"37"	"No"	"2"	"2017"	"2017"	9064
	"6th month"	"06"	"37 weeks"	"37"	"No"	"2"	"2018"	"2018"	9227
	"6th month"	"06"	"37 weeks"	"37"	"No"	"2"	"2019"	"2019"	9453
"Total"	"6th month"	"06"	"37 weeks"	"37"	"No"	"2"			36876
"Total"	"6th month"	"06"	"37 weeks"	"37"					41327
	"6th month"	"06"	"38 weeks"	"38"	"Yes"	"1"	"2016"	"2016"	1020
	"6th month"	"06"	"38 weeks"	"38"	"Yes"	"1"	"2017"	"2017"	999
	"6th month"	"06"	"38 weeks"	"38"	"Yes"	"1"	"2018"	"2018"	1008
	"6th month"	"06"	"38 weeks"	"38"	"Yes"	"1"	"2019"	"2019"	1058
"Total"	"6th month"	"06"	"38 weeks"	"38"	"Yes"	"1"			4085
	"6th month"	"06"	"38 weeks"	"38"	"No"	"2"	"2016"	"2016"	16745
	"6th month"	"06"	"38 weeks"	"38"	"No"	"2"	"2017"	"2017"	15956
	"6th month"	"06"	"38 weeks"	"38"	"No"	"2"	"2018"	"2018"	15972
	"6th month"	"06"	"38 weeks"	"38"	"No"	"2"	"2019"	"2019"	15787
"Total"	"6th month"	"06"	"38 weeks"	"38"	"No"	"2"			64460
"Total"	"6th month"	"06"	"38 weeks"	"38"					68545
	"6th month"	"06"	"39 weeks"	"39"	"Yes"	"1"	"2016"	"2016"	1661
	"6th month"	"06"	"39 weeks"	"39"	"Yes"	"1"	"2017"	"2017"	1705
	"6th month"	"06"	"39 weeks"	"39"	"Yes"	"1"	"2018"	"2018"	1714
	"6th month"	"06"	"39 weeks"	"39"	"Yes"	"1"	"2019"	"2019"	1707
"Total"	"6th month"	"06"	"39 weeks"	"39"	"Yes"	"1"			6787
	"6th month"	"06"	"39 weeks"	"39"	"No"	"2"	"2016"	"2016"	37221
	"6th month"	"06"	"39 weeks"	"39"	"No"	"2"	"2017"	"2017"	35152
	"6th month"	"06"	"39 weeks"	"39"	"No"	"2"	"2018"	"2018"	35111
	"6th month"	"06"	"39 weeks"	"39"	"No"	"2"	"2019"	"2019"	34535
"Total"	"6th month"	"06"	"39 weeks"	"39"	"No"	"2"			142019
"Total"	"6th month"	"06"	"39 weeks"	"39"					148806
	"6th month"	"06"	"40 weeks"	"40"	"Yes"	"1"	"2016"	"2016"	949
	"6th month"	"06"	"40 weeks"	"40"	"Yes"	"1"	"2017"	"2017"	934
	"6th month"	"06"	"40 weeks"	"40"	"Yes"	"1"	"2018"	"2018"	875
	"6th month"	"06"	"40 weeks"	"40"	"Yes"	"1"	"2019"	"2019"	815
"Total"	"6th month"	"06"	"40 weeks"	"40"	"Yes"	"1"			3573
	"6th month"	"06"	"40 weeks"	"40"	"No"	"2"	"2016"	"2016"	22373
	"6th month"	"06"	"40 weeks"	"40"	"No"	"2"	"2017"	"2017"	21217
	"6th month"	"06"	"40 weeks"	"40"	"No"	"2"	"2018"	"2018"	20145
	"6th month"	"06"	"40 weeks"	"40"	"No"	"2"	"2019"	"2019"	18948
"Total"	"6th month"	"06"	"40 weeks"	"40"	"No"	"2"			82683
"Total"	"6th month"	"06"	"40 weeks"	"40"					86256
	"6th month"	"06"	"41 weeks"	"41"	"Yes"	"1"	"2016"	"2016"	385
	"6th month"	"06"	"41 weeks"	"41"	"Yes"	"1"	"2017"	"2017"	354
	"6th month"	"06"	"41 weeks"	"41"	"Yes"	"1"	"2018"	"2018"	333
	"6th month"	"06"	"41 weeks"	"41"	"Yes"	"1"	"2019"	"2019"	299
"Total"	"6th month"	"06"	"41 weeks"	"41"	"Yes"	"1"			1371
	"6th month"	"06"	"41 weeks"	"41"	"No"	"2"	"2016"	"2016"	7435
	"6th month"	"06"	"41 weeks"	"41"	"No"	"2"	"2017"	"2017"	7088
	"6th month"	"06"	"41 weeks"	"41"	"No"	"2"	"2018"	"2018"	6438
	"6th month"	"06"	"41 weeks"	"41"	"No"	"2"	"2019"	"2019"	5749
"Total"	"6th month"	"06"	"41 weeks"	"41"	"No"	"2"			26710
"Total"	"6th month"	"06"	"41 weeks"	"41"					28081
	"6th month"	"06"	"42 weeks"	"42"	"Yes"	"1"	"2016"	"2016"	20
	"6th month"	"06"	"42 weeks"	"42"	"Yes"	"1"	"2017"	"2017"	36
	"6th month"	"06"	"42 weeks"	"42"	"Yes"	"1"	"2018"	"2018"	23
	"6th month"	"06"	"42 weeks"	"42"	"Yes"	"1"	"2019"	"2019"	11
"Total"	"6th month"	"06"	"42 weeks"	"42"	"Yes"	"1"			90
	"6th month"	"06"	"42 weeks"	"42"	"No"	"2"	"2016"	"2016"	520
	"6th month"	"06"	"42 weeks"	"42"	"No"	"2"	"2017"	"2017"	466
	"6th month"	"06"	"42 weeks"	"42"	"No"	"2"	"2018"	"2018"	441
	"6th month"	"06"	"42 weeks"	"42"	"No"	"2"	"2019"	"2019"	378
"Total"	"6th month"	"06"	"42 weeks"	"42"	"No"	"2"			1805
"Total"	"6th month"	"06"	"42 weeks"	"42"					1895
	"6th month"	"06"	"43 weeks"	"43"	"Yes"	"1"	"2016"	"2016"	2
	"6th month"	"06"	"43 weeks"	"43"	"Yes"	"1"	"2017"	"2017"	5
	"6th month"	"06"	"43 weeks"	"43"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"43 weeks"	"43"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"6th month"	"06"	"43 weeks"	"43"	"Yes"	"1"			8
	"6th month"	"06"	"43 weeks"	"43"	"No"	"2"	"2016"	"2016"	35
	"6th month"	"06"	"43 weeks"	"43"	"No"	"2"	"2017"	"2017"	35
	"6th month"	"06"	"43 weeks"	"43"	"No"	"2"	"2018"	"2018"	45
	"6th month"	"06"	"43 weeks"	"43"	"No"	"2"	"2019"	"2019"	11
"Total"	"6th month"	"06"	"43 weeks"	"43"	"No"	"2"			126
"Total"	"6th month"	"06"	"43 weeks"	"43"					134
	"6th month"	"06"	"44 weeks"	"44"	"Yes"	"1"	"2016"	"2016"	1
	"6th month"	"06"	"44 weeks"	"44"	"Yes"	"1"	"2017"	"2017"	1
	"6th month"	"06"	"44 weeks"	"44"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"44 weeks"	"44"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"6th month"	"06"	"44 weeks"	"44"	"Yes"	"1"			3
	"6th month"	"06"	"44 weeks"	"44"	"No"	"2"	"2016"	"2016"	9
	"6th month"	"06"	"44 weeks"	"44"	"No"	"2"	"2017"	"2017"	14
	"6th month"	"06"	"44 weeks"	"44"	"No"	"2"	"2018"	"2018"	11
	"6th month"	"06"	"44 weeks"	"44"	"No"	"2"	"2019"	"2019"	4
"Total"	"6th month"	"06"	"44 weeks"	"44"	"No"	"2"			38
"Total"	"6th month"	"06"	"44 weeks"	"44"					41
	"6th month"	"06"	"45 weeks"	"45"	"Yes"	"1"	"2016"	"2016"	1
	"6th month"	"06"	"45 weeks"	"45"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"45 weeks"	"45"	"Yes"	"1"	"2018"	"2018"	1
	"6th month"	"06"	"45 weeks"	"45"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"45 weeks"	"45"	"Yes"	"1"			2
	"6th month"	"06"	"45 weeks"	"45"	"No"	"2"	"2016"	"2016"	7
	"6th month"	"06"	"45 weeks"	"45"	"No"	"2"	"2017"	"2017"	6
	"6th month"	"06"	"45 weeks"	"45"	"No"	"2"	"2018"	"2018"	5
	"6th month"	"06"	"45 weeks"	"45"	"No"	"2"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"45 weeks"	"45"	"No"	"2"			18
"Total"	"6th month"	"06"	"45 weeks"	"45"					20
	"6th month"	"06"	"46 weeks"	"46"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"46 weeks"	"46"	"Yes"	"1"	"2017"	"2017"	0
	"6th month"	"06"	"46 weeks"	"46"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"46 weeks"	"46"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"46 weeks"	"46"	"Yes"	"1"			0
	"6th month"	"06"	"46 weeks"	"46"	"No"	"2"	"2016"	"2016"	2
	"6th month"	"06"	"46 weeks"	"46"	"No"	"2"	"2017"	"2017"	1
	"6th month"	"06"	"46 weeks"	"46"	"No"	"2"	"2018"	"2018"	5
	"6th month"	"06"	"46 weeks"	"46"	"No"	"2"	"2019"	"2019"	1
"Total"	"6th month"	"06"	"46 weeks"	"46"	"No"	"2"			9
"Total"	"6th month"	"06"	"46 weeks"	"46"					9
	"6th month"	"06"	"47 weeks"	"47"	"Yes"	"1"	"2016"	"2016"	0
	"6th month"	"06"	"47 weeks"	"47"	"Yes"	"1"	"2017"	"2017"	1
	"6th month"	"06"	"47 weeks"	"47"	"Yes"	"1"	"2018"	"2018"	0
	"6th month"	"06"	"47 weeks"	"47"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"6th month"	"06"	"47 weeks"	"47"	"Yes"	"1"			1
	"6th month"	"06"	"47 weeks"	"47"	"No"	"2"	"2016"	"2016"	6
	"6th month"	"06"	"47 weeks"	"47"	"No"	"2"	"2017"	"2017"	3
	"6th month"	"06"	"47 weeks"	"47"	"No"	"2"	"2018"	"2018"	8
	"6th month"	"06"	"47 weeks"	"47"	"No"	"2"	"2019"	"2019"	7
"Total"	"6th month"	"06"	"47 weeks"	"47"	"No"	"2"			24
"Total"	"6th month"	"06"	"47 weeks"	"47"					25
"Total"	"6th month"	"06"							417382
	"7th month"	"07"	"17 weeks"	"17"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"17 weeks"	"17"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"17 weeks"	"17"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"17 weeks"	"17"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"17 weeks"	"17"	"Yes"	"1"			0
	"7th month"	"07"	"17 weeks"	"17"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"17 weeks"	"17"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"17 weeks"	"17"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"17 weeks"	"17"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"17 weeks"	"17"	"No"	"2"			0
"Total"	"7th month"	"07"	"17 weeks"	"17"					0
	"7th month"	"07"	"18 weeks"	"18"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"18 weeks"	"18"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"18 weeks"	"18"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"18 weeks"	"18"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"18 weeks"	"18"	"Yes"	"1"			0
	"7th month"	"07"	"18 weeks"	"18"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"18 weeks"	"18"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"18 weeks"	"18"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"18 weeks"	"18"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"18 weeks"	"18"	"No"	"2"			0
"Total"	"7th month"	"07"	"18 weeks"	"18"					0
	"7th month"	"07"	"19 weeks"	"19"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"19 weeks"	"19"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"19 weeks"	"19"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"19 weeks"	"19"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"19 weeks"	"19"	"Yes"	"1"			0
	"7th month"	"07"	"19 weeks"	"19"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"19 weeks"	"19"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"19 weeks"	"19"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"19 weeks"	"19"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"19 weeks"	"19"	"No"	"2"			0
"Total"	"7th month"	"07"	"19 weeks"	"19"					0
	"7th month"	"07"	"20 weeks"	"20"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"20 weeks"	"20"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"20 weeks"	"20"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"20 weeks"	"20"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"20 weeks"	"20"	"Yes"	"1"			0
	"7th month"	"07"	"20 weeks"	"20"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"20 weeks"	"20"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"20 weeks"	"20"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"20 weeks"	"20"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"20 weeks"	"20"	"No"	"2"			0
"Total"	"7th month"	"07"	"20 weeks"	"20"					0
	"7th month"	"07"	"21 weeks"	"21"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"21 weeks"	"21"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"21 weeks"	"21"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"21 weeks"	"21"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"21 weeks"	"21"	"Yes"	"1"			0
	"7th month"	"07"	"21 weeks"	"21"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"21 weeks"	"21"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"21 weeks"	"21"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"21 weeks"	"21"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"21 weeks"	"21"	"No"	"2"			0
"Total"	"7th month"	"07"	"21 weeks"	"21"					0
	"7th month"	"07"	"22 weeks"	"22"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"22 weeks"	"22"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"22 weeks"	"22"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"22 weeks"	"22"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"22 weeks"	"22"	"Yes"	"1"			0
	"7th month"	"07"	"22 weeks"	"22"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"22 weeks"	"22"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"22 weeks"	"22"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"22 weeks"	"22"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"22 weeks"	"22"	"No"	"2"			0
"Total"	"7th month"	"07"	"22 weeks"	"22"					0
	"7th month"	"07"	"23 weeks"	"23"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"23 weeks"	"23"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"23 weeks"	"23"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"23 weeks"	"23"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"23 weeks"	"23"	"Yes"	"1"			0
	"7th month"	"07"	"23 weeks"	"23"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"23 weeks"	"23"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"23 weeks"	"23"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"23 weeks"	"23"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"23 weeks"	"23"	"No"	"2"			0
"Total"	"7th month"	"07"	"23 weeks"	"23"					0
	"7th month"	"07"	"24 weeks"	"24"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"24 weeks"	"24"	"Yes"	"1"	"2017"	"2017"	0
	"7th month"	"07"	"24 weeks"	"24"	"Yes"	"1"	"2018"	"2018"	0
	"7th month"	"07"	"24 weeks"	"24"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"24 weeks"	"24"	"Yes"	"1"			0
	"7th month"	"07"	"24 weeks"	"24"	"No"	"2"	"2016"	"2016"	0
	"7th month"	"07"	"24 weeks"	"24"	"No"	"2"	"2017"	"2017"	0
	"7th month"	"07"	"24 weeks"	"24"	"No"	"2"	"2018"	"2018"	0
	"7th month"	"07"	"24 weeks"	"24"	"No"	"2"	"2019"	"2019"	0
"Total"	"7th month"	"07"	"24 weeks"	"24"	"No"	"2"			0
"Total"	"7th month"	"07"	"24 weeks"	"24"					0
	"7th month"	"07"	"25 weeks"	"25"	"Yes"	"1"	"2016"	"2016"	0
	"7th month"	"07"	"25 weeks"	"25"	"Yes"	"1"	"2017"	"2017"	0
