Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI,State
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1078,56.9,(53.7-60.0),NewJersey
Health Care Services,Had maternal postpartum checkup,,2016,1285,88.5,(86.6-90.2),NewJersey
Health Care Services,Had maternal postpartum checkup,,2017,1224,89.4,(87.4-91.0),NewJersey
Health Care Services,Had maternal postpartum checkup,,2018,1174,89.5,(87.5-91.2),NewJersey
Health Care Services,Had maternal postpartum checkup,,2019,1078,89.5,(87.4-91.2),NewJersey
Pregnancy Intention,Mistimed,,2016,1270,15.9,(13.9-18.1),NewJersey
Pregnancy Intention,Mistimed,,2017,1216,16.8,(14.7-19.1),NewJersey
Pregnancy Intention,Mistimed,,2018,1173,16.9,(14.8-19.3),NewJersey
Pregnancy Intention,Mistimed,,2019,1104,16.6,(14.4-19.1),NewJersey
Pregnancy Intention,Unwanted pregnancy,,2016,1270,6.0,(4.8-7.5),NewJersey
Pregnancy Intention,Unwanted pregnancy,,2017,1216,4.8,(3.7-6.2),NewJersey
Pregnancy Intention,Unwanted pregnancy,,2018,1173,5.2,(4.0-6.6),NewJersey
Pregnancy Intention,Unwanted pregnancy,,2019,1104,5.0,(3.9-6.5),NewJersey
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1270,13.7,(11.8-15.8),NewJersey
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1216,14.7,(12.7-16.9),NewJersey
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1173,12.9,(11.1-15.1),NewJersey
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1104,15.4,(13.2-17.7),NewJersey
Pregnancy Intention,Intended pregnancy,,2016,1270,64.4,(61.6-67.0),NewJersey
Pregnancy Intention,Intended pregnancy,,2017,1216,63.7,(60.8-66.4),NewJersey
Pregnancy Intention,Intended pregnancy,,2018,1173,65.0,(62.1-67.7),NewJersey
Pregnancy Intention,Intended pregnancy,,2019,1104,63.0,(60.0-65.9),NewJersey
Postpartum Family Planning,Use of any postpartum contraception,,2016,1250,69.2,(66.4-71.9),NewJersey
Postpartum Family Planning,Use of any postpartum contraception,,2017,1193,69.8,(66.9-72.4),NewJersey
Postpartum Family Planning,Use of any postpartum contraception,,2018,1147,70.7,(67.8-73.4),NewJersey
Postpartum Family Planning,Use of any postpartum contraception,,2019,1074,69.5,(66.5-72.4),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1250,8.5,(7.0-10.3),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1193,9.7,(8.1-11.6),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1147,9.7,(8.0-11.6),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1074,8.9,(7.3-10.9),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1250,9.5,(7.8-11.4),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1193,9.4,(7.7-11.3),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1147,9.7,(7.9-11.7),NewJersey
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1074,10.0,(8.3-12.2),NewJersey
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1250,23.8,(21.3-26.5),NewJersey
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1193,22.2,(19.8-24.9),NewJersey
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1147,21.6,(19.1-24.3),NewJersey
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1074,21.4,(18.8-24.2),NewJersey
Postpartum Family Planning,Least effective contraceptive methods,,2016,1250,27.4,(24.8-30.2),NewJersey
Postpartum Family Planning,Least effective contraceptive methods,,2017,1193,28.4,(25.8-31.3),NewJersey
Postpartum Family Planning,Least effective contraceptive methods,,2018,1147,29.8,(27.0-32.7),NewJersey
Postpartum Family Planning,Least effective contraceptive methods,,2019,1074,29.2,(26.4-32.1),NewJersey
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1303,44.3,(41.4-47.2),NewJersey
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1244,44.4,(41.5-47.3),NewJersey
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1190,46.3,(43.3-49.3),NewJersey
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1108,48.7,(45.6-51.9),NewJersey
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1266,65.4,(62.8-67.9),NewJersey
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1200,63.6,(61.0-66.2),NewJersey
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1155,62.7,(60.0-65.3),NewJersey
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1083,63.0,(60.1-65.8),NewJersey
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1266,18.8,(16.6-21.1),NewJersey
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1200,20.0,(17.8-22.5),NewJersey
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1155,20.5,(18.2-23.1),NewJersey
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1083,21.6,(19.1-24.3),NewJersey
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1266,12.3,(10.6-14.3),NewJersey
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1200,12.1,(10.4-14.1),NewJersey
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1155,12.2,(10.4-14.3),NewJersey
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1083,11.9,(10.1-14.1),NewJersey
Health Insurance Status for Prenatal Care,Private insurance,,2016,1168,64.6,(62.0-67.2),NewJersey
Health Insurance Status for Prenatal Care,Private insurance,,2017,1120,62.2,(59.5-64.9),NewJersey
Health Insurance Status for Prenatal Care,Private insurance,,2018,1069,62.6,(59.9-65.3),NewJersey
Health Insurance Status for Prenatal Care,Private insurance,,2019,1020,63.2,(60.3-66.0),NewJersey
Health Insurance Status for Prenatal Care,Medicaid,,2016,1168,28.8,(26.2-31.5),NewJersey
Health Insurance Status for Prenatal Care,Medicaid,,2017,1120,29.6,(27.0-32.4),NewJersey
Health Insurance Status for Prenatal Care,Medicaid,,2018,1069,29.5,(26.9-32.4),NewJersey
Health Insurance Status for Prenatal Care,Medicaid,,2019,1020,30.7,(27.9-33.6),NewJersey
Health Insurance Status for Prenatal Care,No insurance,,2016,1168,1.2,(0.7-2.1),NewJersey
Health Insurance Status for Prenatal Care,No insurance,,2017,1120,1.3,(0.8-2.3),NewJersey
Health Insurance Status for Prenatal Care,No insurance,,2018,1069,0.8,(0.4-1.6),NewJersey
Health Insurance Status for Prenatal Care,No insurance,,2019,1020,1.2,(0.7-2.1),NewJersey
Health Insurance Status Postpartum,Private insurance,,2016,1263,61.6,(59.0-64.1),NewJersey
Health Insurance Status Postpartum,Private insurance,,2017,1206,60.6,(57.9-63.2),NewJersey
Health Insurance Status Postpartum,Private insurance,,2018,1151,58.7,(56.0-61.4),NewJersey
Health Insurance Status Postpartum,Private insurance,,2019,1078,61.3,(58.5-64.1),NewJersey
Health Insurance Status Postpartum,Medicaid,,2016,1263,23.2,(20.9-25.7),NewJersey
Health Insurance Status Postpartum,Medicaid,,2017,1206,23.2,(20.9-25.8),NewJersey
Health Insurance Status Postpartum,Medicaid,,2018,1151,23.8,(21.4-26.5),NewJersey
Health Insurance Status Postpartum,Medicaid,,2019,1078,22.9,(20.5-25.6),NewJersey
Health Insurance Status Postpartum,No insurance,,2016,1263,11.0,(9.4-12.9),NewJersey
Health Insurance Status Postpartum,No insurance,,2017,1206,11.4,(9.7-13.3),NewJersey
Health Insurance Status Postpartum,No insurance,,2018,1151,11.8,(10.1-13.8),NewJersey
Health Insurance Status Postpartum,No insurance,,2019,1078,11.8,(10.0-13.9),NewJersey
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1270,69.4,(66.7-71.9),NewJersey
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1216,75.0,(72.4-77.4),NewJersey
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1157,73.4,(70.8-75.9),NewJersey
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1078,73.0,(70.2-75.7),NewJersey
Breastfeeding Practices,Ever breastfed,,2016,1284,88.7,(86.6-90.5),NewJersey
Breastfeeding Practices,Ever breastfed,,2017,1227,90.9,(89.0-92.5),NewJersey
Breastfeeding Practices,Ever breastfed,,2018,1173,90.8,(88.8-92.4),NewJersey
Breastfeeding Practices,Ever breastfed,,2019,1087,89.5,(87.4-91.3),NewJersey
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,1279,67.1,(64.2-69.8),NewJersey
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,1218,72.8,(70.0-75.4),NewJersey
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1165,70.1,(67.2-72.9),NewJersey
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,1080,71.1,(68.1-73.9),NewJersey
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2016,1177,40.4,(37.7-43.3),NewMexico
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2017,1180,38.2,(35.5-41.0),NewMexico
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2018,1212,40.1,(37.4-42.9),NewMexico
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2019,1146,34.4,(31.8-37.2),NewMexico
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2016,1136,3.9,(2.9-5.1),NewMexico
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2017,1136,4.4,(3.4-5.8),NewMexico
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2018,1182,2.8,(2.0-4.0),NewMexico
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2019,1123,3.5,(2.5-4.9),NewMexico
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2016,1136,28.1,(25.5-30.8),NewMexico
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2017,1136,28.2,(25.5-30.9),NewMexico
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2018,1182,27.4,(24.9-30.0),NewMexico
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2019,1123,29.9,(27.2-32.8),NewMexico
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2016,1136,23.9,(21.5-26.6),NewMexico
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2017,1136,26.4,(23.8-29.1),NewMexico
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2018,1182,28.0,(25.5-30.7),NewMexico
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2019,1123,28.6,(25.9-31.5),NewMexico
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2016,1164,17.4,(15.3-19.7),NewMexico
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2017,1171,15.7,(13.7-18.0),NewMexico
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,1200,15.0,(13.1-17.1),NewMexico
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,1124,17.6,(15.3-20.1),NewMexico
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,1165,6.0,(4.8-7.6),NewMexico
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2017,1170,5.8,(4.6-7.4),NewMexico
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,1200,5.6,(4.4-7.0),NewMexico
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,1125,7.4,(5.9-9.4),NewMexico
Substance Use,Any cigarette smoking,Postpartum,2016,1165,8.9,(7.4-10.7),NewMexico
Substance Use,Any cigarette smoking,Postpartum,2017,1170,8.9,(7.4-10.7),NewMexico
Substance Use,Any cigarette smoking,Postpartum,2018,1200,8.1,(6.7-9.8),NewMexico
Substance Use,Any cigarette smoking,Postpartum,2019,1125,9.5,(7.8-11.6),NewMexico
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,1160,5.3,(4.1-6.8),NewMexico
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,1170,4.4,(3.3-5.8),NewMexico
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,1200,4.1,(3.1-5.4),NewMexico
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1138,5.9,(4.6-7.6),NewMexico
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,1159,1.4,(0.9-2.3),NewMexico
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,1170,1.2,(0.7-2.2),NewMexico
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,1203,1.5,(0.9-2.4),NewMexico
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1137,1.0,(0.5-2.0),NewMexico
Substance Use,Hookah use in the last 2 years,,2016,1153,4.2,(3.2-5.5),NewMexico
Substance Use,Hookah use in the last 2 years,,2017,1168,3.2,(2.3-4.4),NewMexico
Substance Use,Hookah use in the last 2 years,,2018,1196,3.1,(2.2-4.5),NewMexico
Substance Use,Hookah use in the last 2 years,,2019,1134,1.8,(1.1-2.7),NewMexico
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,1159,2.6,(1.8-3.8),NewMexico
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,1168,3.1,(2.2-4.3),NewMexico
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,1204,2.7,(1.9-3.8),NewMexico
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,1132,3.4,(2.4-4.7),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1161,3.0,(2.2-4.1),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1169,4.1,(3.0-5.4),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1202,3.5,(2.6-4.8),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1130,4.5,(3.3-6.0),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1161,2.4,(1.6-3.4),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1169,1.9,(1.3-2.9),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1203,2.4,(1.6-3.5),NewMexico
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1133,3.4,(2.4-4.8),NewMexico
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1177,10.7,(9.0-12.6),NewMexico
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1179,11.4,(9.6-13.4),NewMexico
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1210,12.8,(11.0-14.8),NewMexico
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1140,16.3,(14.1-18.7),NewMexico
Depression,Self-reported depression during pregnancy,,2016,1156,11.4,(9.7-13.4),NewMexico
Depression,Self-reported depression during pregnancy,,2017,1168,10.8,(9.1-12.8),NewMexico
Depression,Self-reported depression during pregnancy,,2018,1200,13.4,(11.5-15.5),NewMexico
Depression,Self-reported depression during pregnancy,,2019,1135,15.8,(13.7-18.2),NewMexico
Depression,Self-reported postpartum depressive symptoms,,2016,1156,14.4,(12.5-16.6),NewMexico
Depression,Self-reported postpartum depressive symptoms,,2017,1158,12.9,(11.0-15.0),NewMexico
Depression,Self-reported postpartum depressive symptoms,,2018,1194,15.3,(13.3-17.5),NewMexico
Depression,Self-reported postpartum depressive symptoms,,2019,1122,14.1,(12.0-16.4),NewMexico
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1162,55.0,(52.2-57.8),NewMexico
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1176,54.5,(51.6-57.3),NewMexico
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1199,54.3,(51.5-57.0),NewMexico
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1143,60.5,(57.5-63.3),NewMexico
Health Care Services,Began prenatal care in 1st trimester,,2016,1156,84.2,(82.0-86.2),NewMexico
Health Care Services,Began prenatal care in 1st trimester,,2017,1152,82.3,(79.9-84.5),NewMexico
Health Care Services,Began prenatal care in 1st trimester,,2018,1190,85.1,(82.9-87.0),NewMexico
Health Care Services,Began prenatal care in 1st trimester,,2019,1128,85.8,(83.5-87.9),NewMexico
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1145,63.7,(60.8-66.5),NewMexico
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1151,63.9,(61.0-66.7),NewMexico
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1195,63.1,(60.3-65.9),NewMexico
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1131,66.5,(63.6-69.3),NewMexico
Health Care Services,Had maternal postpartum checkup,,2016,1161,88.2,(86.2-89.9),NewMexico
Health Care Services,Had maternal postpartum checkup,,2017,1166,86.6,(84.5-88.5),NewMexico
Health Care Services,Had maternal postpartum checkup,,2018,1196,87.5,(85.5-89.2),NewMexico
Health Care Services,Had maternal postpartum checkup,,2019,1128,87.5,(85.2-89.4),NewMexico
Pregnancy Intention,Mistimed,,2016,1157,15.9,(13.9-18.1),NewMexico
Pregnancy Intention,Mistimed,,2017,1160,19.0,(16.8-21.4),NewMexico
Pregnancy Intention,Mistimed,,2018,1192,18.5,(16.4-20.9),NewMexico
Pregnancy Intention,Mistimed,,2019,1142,16.0,(14.0-18.4),NewMexico
Pregnancy Intention,Unwanted pregnancy,,2016,1157,5.7,(4.4-7.2),NewMexico
Pregnancy Intention,Unwanted pregnancy,,2017,1160,6.6,(5.3-8.3),NewMexico
Pregnancy Intention,Unwanted pregnancy,,2018,1192,6.6,(5.3-8.2),NewMexico
